Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
001090228,E36,00032552,Structure Fire,04/18/2000,04/18/2000,04/18/2000 07:14:14 PM,04/18/2000 07:15:32 PM,04/18/2000 07:16:14 PM,04/18/2000 07:17:12 PM,04/18/2000 07:19:54 PM,,,Other,04/18/2000 07:46:27 PM,700 Block of CLEMENTINA ST,SF,94103,B02,36,2335,3,3,3,false,,1,ENGINE,3,2,6,South of Market,"(37.7748529869363, -122.411439178067)",001090228-E36
001090228,T07,00032552,Structure Fire,04/18/2000,04/18/2000,04/18/2000 07:14:14 PM,04/18/2000 07:15:32 PM,04/18/2000 07:16:14 PM,04/18/2000 07:18:12 PM,04/18/2000 07:20:23 PM,,,Other,04/18/2000 07:22:40 PM,700 Block of CLEMENTINA ST,SF,94103,B02,36,2335,3,3,3,false,,1,TRUCK,4,2,6,South of Market,"(37.7748529869363, -122.411439178067)",001090228-T07
001090229,M02,00032553,Medical Incident,04/18/2000,04/18/2000,04/18/2000 07:15:42 PM,04/18/2000 07:17:12 PM,04/18/2000 07:17:36 PM,04/18/2000 07:21:10 PM,04/18/2000 07:34:46 PM,04/18/2000 07:58:56 PM,04/18/2000 08:34:15 PM,Other,04/18/2000 08:50:04 PM,500 Block of MARKET ST,SF,94104,B03,01,2109,3,3,3,false,,1,MEDIC,2,1,3,Financial District/South Beach,"(37.7890636112201, -122.40180312648)",001090229-M02
001090231,E03,00032555,Electrical Hazard,04/18/2000,04/18/2000,04/18/2000 07:24:15 PM,04/18/2000 07:24:39 PM,04/18/2000 07:24:50 PM,04/18/2000 07:25:18 PM,04/18/2000 07:26:34 PM,,,Other,04/18/2000 07:54:09 PM,0 Block of LECH WALESA ST,SF,94102,B02,36,0381,3,3,3,false,,1,ENGINE,1,2,6,Tenderloin,"(37.7779246419176, -122.418936072128)",001090231-E03
001090232,E29,00032556,Structure Fire,04/18/2000,04/18/2000,04/18/2000 07:19:54 PM,04/18/2000 07:24:54 PM,04/18/2000 07:25:23 PM,04/18/2000 07:26:03 PM,04/18/2000 07:28:39 PM,,,Other,04/18/2000 07:30:05 PM,900 Block of 7TH ST,SF,94107,B03,29,2274,3,3,3,false,,1,ENGINE,1,3,10,Mission Bay,"(37.7700850603691, -122.399583414088)",001090232-E29
001090234,A933,00032558,Medical Incident,04/18/2000,04/18/2000,04/18/2000 07:25:43 PM,04/18/2000 07:26:51 PM,04/18/2000 07:33:29 PM,04/18/2000 07:33:54 PM,,04/18/2000 08:21:25 PM,,Other,04/18/2000 08:22:01 PM,GEARY ST/POWELL ST,SF,94102,B01,01,1362,1,1,2,false,,1,PRIVATE,1,1,3,Financial District/South Beach,"(37.7873592619506, -122.408226727064)",001090234-A933
001090235,E07,00032557,Medical Incident,04/18/2000,04/18/2000,04/18/2000 07:26:34 PM,04/18/2000 07:28:53 PM,04/18/2000 07:29:09 PM,04/18/2000 07:30:23 PM,04/18/2000 07:32:56 PM,,,Other,04/18/2000 07:38:20 PM,1800 Block of 15TH ST,SF,94103,B02,06,5227,3,3,3,false,,1,ENGINE,1,2,8,Mission,"(37.7662536102334, -122.425864046062)",001090235-E07
001090235,M07,00032557,Medical Incident,04/18/2000,04/18/2000,04/18/2000 07:26:34 PM,04/18/2000 07:28:53 PM,04/18/2000 07:29:09 PM,04/18/2000 07:30:45 PM,04/18/2000 07:33:09 PM,04/18/2000 07:58:39 PM,,Other,04/18/2000 08:03:41 PM,1800 Block of 15TH ST,SF,94103,B02,06,5227,3,3,3,true,,1,MEDIC,2,2,8,Mission,"(37.7662536102334, -122.425864046062)",001090235-M07
001090238,RA03,00032560,Medical Incident,04/18/2000,04/18/2000,04/18/2000 07:42:45 PM,04/18/2000 07:43:40 PM,04/18/2000 07:45:25 PM,04/18/2000 07:46:06 PM,04/18/2000 07:51:58 PM,04/18/2000 08:07:20 PM,04/18/2000 08:15:12 PM,Other,04/18/2000 08:42:48 PM,200 Block of 6TH ST,SF,94103,B03,01,2252,1,1,2,true,,1,AIRPORT,1,3,6,South of Market,"(37.7791674218963, -122.406346425632)",001090238-RA03
001090239,84,00032561,Medical Incident,04/18/2000,04/18/2000,04/18/2000 07:47:38 PM,04/18/2000 07:49:43 PM,04/18/2000 07:51:35 PM,04/18/2000 07:52:09 PM,04/18/2000 07:58:08 PM,04/18/2000 08:10:07 PM,,Other,04/18/2000 09:06:16 PM,1000 Block of POLK ST,SF,94109,B04,03,3121,1,1,2,false,,1,MEDIC,1,4,6,Tenderloin,"(37.7861172118379, -122.419854245692)",001090239-84
001090240,RA13,00032564,Medical Incident,04/18/2000,04/18/2000,04/18/2000 07:49:06 PM,04/18/2000 07:51:19 PM,04/18/2000 07:55:29 PM,04/18/2000 07:56:43 PM,04/18/2000 08:01:11 PM,04/18/2000 08:33:12 PM,04/18/2000 08:40:34 PM,Other,04/18/2000 09:08:11 PM,1ST ST/MARKET ST,SF,94105,B03,13,2143,1,1,2,false,,1,AIRPORT,1,1,6,Financial District/South Beach,"(37.7910166481298, -122.399148598133)",001090240-RA13
001090241,B03,00032563,Alarms,04/18/2000,04/18/2000,04/18/2000 07:51:42 PM,04/18/2000 07:52:27 PM,04/18/2000 07:54:07 PM,04/18/2000 07:55:10 PM,,,,Other,04/18/2000 07:59:21 PM,100 Block of 2ND ST,SF,94105,B03,01,2146,3,3,3,false,,1,CHIEF,3,3,6,Financial District/South Beach,"(37.7869524495987, -122.398572324987)",001090241-B03
001090241,E01,00032563,Alarms,04/18/2000,04/18/2000,04/18/2000 07:51:42 PM,04/18/2000 07:52:27 PM,04/18/2000 07:54:07 PM,04/18/2000 07:55:04 PM,04/18/2000 07:55:50 PM,,,Other,04/18/2000 08:13:13 PM,100 Block of 2ND ST,SF,94105,B03,01,2146,3,3,3,false,,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7869524495987, -122.398572324987)",001090241-E01
001090243,T02,00032565,Citizen Assist / Service Call,04/18/2000,04/18/2000,04/18/2000 07:58:10 PM,04/18/2000 07:58:57 PM,04/18/2000 07:59:40 PM,04/18/2000 08:02:04 PM,04/18/2000 08:05:48 PM,,,Other,04/18/2000 08:20:25 PM,100 Block of LEROY PL,SF,94109,B01,41,1465,3,3,3,false,,1,TRUCK,1,1,3,Nob Hill,"(37.7924987123925, -122.41509085106)",001090243-T02
001090245,E13,00032567,Other,04/18/2000,04/18/2000,04/18/2000 08:08:48 PM,04/18/2000 08:10:28 PM,04/18/2000 08:11:53 PM,04/18/2000 08:13:25 PM,04/18/2000 08:14:30 PM,,,Other,04/18/2000 08:20:26 PM,MARKET ST/MONTGOMERY ST,SF,94105,B01,13,1236,3,3,3,false,,1,ENGINE,1,3,6,Financial District/South Beach,"(37.7887211505214, -122.402065731707)",001090245-E13
001090246,E15,00032568,Structure Fire,04/18/2000,04/18/2000,04/18/2000 08:09:54 PM,04/18/2000 08:12:31 PM,04/18/2000 08:13:19 PM,04/18/2000 08:14:22 PM,,,,Other,04/18/2000 08:15:00 PM,BRIGHTON AV/OCEAN AV,SF,94112,B09,15,8472,3,3,3,false,,1,ENGINE,1,9,7,West of Twin Peaks,"(37.7236723652343, -122.455135658662)",001090246-E15
001090247,M18,00032569,Medical Incident,04/18/2000,04/18/2000,04/18/2000 08:19:48 PM,04/18/2000 08:20:36 PM,04/18/2000 08:22:42 PM,04/18/2000 08:25:34 PM,04/18/2000 08:30:29 PM,,,Other,04/18/2000 08:48:20 PM,3400 Block of TARAVAL ST,SF,94116,B08,18,7665,1,1,2,true,,1,MEDIC,1,8,4,Sunset/Parkside,"(37.7418922959855, -122.50301678644)",001090247-M18
001090249,E16,00032570,Medical Incident,04/18/2000,04/18/2000,04/18/2000 08:24:28 PM,04/18/2000 08:25:12 PM,04/18/2000 08:25:26 PM,04/18/2000 08:26:54 PM,04/18/2000 08:28:30 PM,,,Other,04/18/2000 08:42:44 PM,2600 Block of LYON ST,SF,94123,B04,16,4332,3,3,3,false,,1,ENGINE,1,4,2,Marina,"(37.7951802111491, -122.446730665283)",001090249-E16
001090249,M10,00032570,Medical Incident,04/18/2000,04/18/2000,04/18/2000 08:24:28 PM,04/18/2000 08:25:12 PM,04/18/2000 08:25:26 PM,04/18/2000 08:26:52 PM,04/18/2000 08:30:23 PM,04/18/2000 08:55:54 PM,04/18/2000 09:05:49 PM,Other,04/18/2000 09:30:26 PM,2600 Block of LYON ST,SF,94123,B04,16,4332,3,3,3,true,,1,MEDIC,2,4,2,Marina,"(37.7951802111491, -122.446730665283)",001090249-M10
001090250,E01,00032572,Structure Fire,04/18/2000,04/18/2000,04/18/2000 08:19:54 PM,04/18/2000 08:25:21 PM,04/18/2000 08:26:29 PM,04/18/2000 08:28:20 PM,04/18/2000 08:30:00 PM,,,Other,04/18/2000 08:31:42 PM,OFARRELL ST/POWELL ST,SF,94102,B01,01,1363,3,3,3,false,,1,ENGINE,1,1,3,Tenderloin,"(37.7864096137715, -122.408036236271)",001090250-E01
001090251,E19,00032573,Medical Incident,04/18/2000,04/18/2000,04/18/2000 08:38:52 PM,04/18/2000 08:40:45 PM,04/18/2000 08:41:10 PM,04/18/2000 08:44:02 PM,04/18/2000 08:46:43 PM,,,Other,04/18/2000 09:16:46 PM,0 Block of COUNTRY CLUB DR,SF,94132,B08,19,8831,3,3,3,true,,1,ENGINE,1,8,7,Sunset/Parkside,"(37.7299840220261, -122.495749570932)",001090251-E19
001090251,RC4,00032573,Medical Incident,04/18/2000,04/18/2000,04/18/2000 08:38:52 PM,04/18/2000 08:40:45 PM,04/18/2000 08:41:10 PM,,,,,Other,04/18/2000 09:14:58 PM,0 Block of COUNTRY CLUB DR,SF,94132,B08,19,8831,3,3,3,true,,1,RESCUE CAPTAIN,4,8,7,Sunset/Parkside,"(37.7299840220261, -122.495749570932)",001090251-RC4
001090254,E41,00032576,Citizen Assist / Service Call,04/18/2000,04/18/2000,04/18/2000 08:47:34 PM,04/18/2000 08:49:38 PM,04/18/2000 08:49:50 PM,04/18/2000 09:01:38 PM,,,,Other,04/18/2000 09:12:14 PM,GEARY ST/POLK ST,SF,94109,B04,03,3116,3,3,3,false,,1,ENGINE,2,4,6,Tenderloin,"(37.7858929010786, -122.419738734781)",001090254-E41
001090255,RA32,00032577,Medical Incident,04/18/2000,04/18/2000,04/18/2000 08:53:56 PM,04/18/2000 08:56:19 PM,04/18/2000 08:57:30 PM,04/18/2000 08:59:28 PM,04/18/2000 09:04:34 PM,04/18/2000 09:45:09 PM,04/18/2000 09:57:26 PM,Other,04/18/2000 10:27:32 PM,1200 Block of SILVER AVE,SF,94134,B10,42,6356,1,1,2,false,,1,AIRPORT,1,9,9,Portola,"(37.7303790070012, -122.411836440259)",001090255-RA32
001090256,E06,00032578,Alarms,04/18/2000,04/18/2000,04/18/2000 09:10:37 PM,04/18/2000 09:11:22 PM,04/18/2000 09:11:33 PM,,,,,Other,04/18/2000 09:13:52 PM,1200 Block of SCOTT ST,SF,94115,B05,05,4133,3,3,3,false,,1,ENGINE,4,5,5,Western Addition,"(37.7812557536592, -122.437421580813)",001090256-E06
001090256,E21,00032578,Alarms,04/18/2000,04/18/2000,04/18/2000 09:10:37 PM,04/18/2000 09:11:22 PM,04/18/2000 09:11:33 PM,,04/18/2000 09:15:24 PM,,,Other,04/18/2000 09:20:40 PM,1200 Block of SCOTT ST,SF,94115,B05,05,4133,3,3,3,true,,1,ENGINE,1,5,5,Western Addition,"(37.7812557536592, -122.437421580813)",001090256-E21
001090257,E01,00032579,Alarms,04/18/2000,04/18/2000,04/18/2000 09:13:34 PM,04/18/2000 09:14:33 PM,04/18/2000 09:14:41 PM,04/18/2000 09:16:00 PM,04/18/2000 09:19:09 PM,,,Other,04/18/2000 09:23:12 PM,700 Block of TEHAMA ST,SF,94103,B02,27,2322,3,3,3,false,,1,ENGINE,1,2,6,South of Market,"(37.775140430753, -122.411799525568)",001090257-E01
001090258,E36,00032580,Medical Incident,04/18/2000,04/18/2000,04/18/2000 09:12:46 PM,04/18/2000 09:15:58 PM,04/18/2000 09:16:39 PM,04/18/2000 09:17:43 PM,04/18/2000 09:20:24 PM,,,Other,04/18/2000 09:27:13 PM,1700 Block of 15TH ST,SF,94103,B02,06,5226,3,3,3,false,,1,ENGINE,2,2,8,Mission,"(37.7665569549171, -122.422667886722)",001090258-E36
001090260,E17,00032581,Medical Incident,04/18/2000,04/18/2000,04/18/2000 09:17:46 PM,04/18/2000 09:18:36 PM,04/18/2000 09:18:43 PM,04/18/2000 09:19:53 PM,04/18/2000 09:21:21 PM,,,Other,04/18/2000 09:25:33 PM,100 Block of KISKA RD,SF,94124,B10,17,6636,3,3,3,false,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7303111453429, -122.378558276545)",001090260-E17
001090261,B09,00032583,Structure Fire,04/18/2000,04/18/2000,04/18/2000 09:22:14 PM,04/18/2000 09:22:28 PM,04/18/2000 09:22:59 PM,04/18/2000 09:24:48 PM,04/18/2000 09:28:58 PM,,,Other,04/19/2000 12:24:51 AM,100 Block of MONTICELLO ST,SF,94132,B09,33,8421,3,3,3,false,,1,CHIEF,3,9,11,Oceanview/Merced/Ingleside,"(37.7169859296489, -122.470654167498)",001090261-B09
001090261,E19,00032583,Structure Fire,04/18/2000,04/18/2000,04/18/2000 09:22:14 PM,04/18/2000 09:22:28 PM,04/18/2000 09:22:59 PM,04/18/2000 09:25:10 PM,04/18/2000 10:43:52 PM,,,Other,04/18/2000 11:39:53 PM,100 Block of MONTICELLO ST,SF,94132,B09,33,8421,3,3,3,true,,1,ENGINE,8,9,11,Oceanview/Merced/Ingleside,"(37.7169859296489, -122.470654167498)",001090261-E19
001090261,M43,00032583,Structure Fire,04/18/2000,04/18/2000,04/18/2000 09:22:14 PM,04/18/2000 09:22:28 PM,04/18/2000 09:22:59 PM,04/18/2000 09:24:26 PM,04/18/2000 09:32:14 PM,04/18/2000 10:30:54 PM,04/18/2000 10:45:05 PM,Other,04/18/2000 11:27:24 PM,100 Block of MONTICELLO ST,SF,94132,B09,33,8421,3,3,3,true,,1,MEDIC,4,9,11,Oceanview/Merced/Ingleside,"(37.7169859296489, -122.470654167498)",001090261-M43
001090261,RS2,00032583,Structure Fire,04/18/2000,04/18/2000,04/18/2000 09:22:14 PM,04/18/2000 09:22:28 PM,04/18/2000 09:22:59 PM,04/18/2000 09:24:23 PM,04/18/2000 09:25:59 PM,,,Other,04/18/2000 10:02:46 PM,100 Block of MONTICELLO ST,SF,94132,B09,33,8421,3,3,3,true,,1,RESCUE SQUAD,1,9,11,Oceanview/Merced/Ingleside,"(37.7169859296489, -122.470654167498)",001090261-RS2
001090261,SS1,00032583,Structure Fire,04/18/2000,04/18/2000,04/18/2000 09:22:14 PM,04/18/2000 09:22:28 PM,04/18/2000 09:22:59 PM,,,,,Other,04/18/2000 11:15:54 PM,100 Block of MONTICELLO ST,SF,94132,B09,33,8421,3,3,3,false,,1,SUPPORT,10,9,11,Oceanview/Merced/Ingleside,"(37.7169859296489, -122.470654167498)",001090261-SS1
001090262,E24,00032584,Gas Leak (Natural and LP Gases),04/18/2000,04/18/2000,04/18/2000 09:23:14 PM,04/18/2000 09:24:26 PM,04/18/2000 09:24:49 PM,04/18/2000 09:26:18 PM,04/18/2000 09:27:44 PM,,,Other,04/18/2000 09:31:19 PM,4200 Block of 23RD ST,SF,94114,B06,24,5516,3,3,3,true,,1,ENGINE,1,6,8,Noe Valley,"(37.7526735190496, -122.436968696271)",001090262-E24
001090264,E39,00032585,Structure Fire,04/18/2000,04/18/2000,04/18/2000 09:25:58 PM,04/18/2000 09:26:27 PM,04/18/2000 09:27:54 PM,04/18/2000 09:30:52 PM,04/18/2000 09:36:25 PM,,,Other,04/18/2000 11:35:25 PM,100 Block of MONTICELLO ST,SF,94132,B09,15,8421,3,3,3,false,,1,ENGINE,1,9,11,Oceanview/Merced/Ingleside,"(37.7169859296489, -122.470654167498)",001090264-E39
001090265,E44,00032586,Medical Incident,04/18/2000,04/18/2000,04/18/2000 09:28:51 PM,04/18/2000 09:29:37 PM,04/18/2000 09:32:18 PM,04/18/2000 09:34:19 PM,04/18/2000 09:37:29 PM,,,Other,04/18/2000 09:40:49 PM,1000 Block of KEY AVE,SF,94124,B10,44,6575,3,3,3,true,,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7196121077812, -122.397328238942)",001090265-E44
001090265,M09,00032586,Medical Incident,04/18/2000,04/18/2000,04/18/2000 09:28:51 PM,04/18/2000 09:29:37 PM,04/18/2000 09:32:18 PM,04/18/2000 09:35:12 PM,04/18/2000 09:39:39 PM,04/18/2000 09:48:52 PM,,Other,04/18/2000 10:33:24 PM,1000 Block of KEY AVE,SF,94124,B10,44,6575,3,3,3,true,,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7196121077812, -122.397328238942)",001090265-M09
001090266,M01,00032588,Medical Incident,04/18/2000,04/18/2000,04/18/2000 09:37:21 PM,04/18/2000 09:39:36 PM,04/18/2000 09:40:36 PM,04/18/2000 09:42:32 PM,04/18/2000 09:48:28 PM,04/18/2000 10:02:03 PM,04/18/2000 10:14:04 PM,Other,04/18/2000 10:47:44 PM,300 Block of TAYLOR ST,SF,94102,B01,01,1452,2,2,2,true,,1,MEDIC,1,3,6,Tenderloin,"(37.7855267391339, -122.411301032076)",001090266-M01
001090267,M07,00032589,Medical Incident,04/18/2000,04/18/2000,04/18/2000 09:40:18 PM,04/18/2000 09:40:42 PM,04/18/2000 09:40:58 PM,04/18/2000 09:42:23 PM,04/18/2000 09:43:13 PM,04/18/2000 09:54:56 PM,04/18/2000 10:07:13 PM,Other,04/18/2000 10:33:05 PM,20TH ST/VALENCIA ST,SF,94110,B06,07,5434,3,3,3,true,,1,MEDIC,1,6,9,Mission,"(37.758498510544, -122.421271730144)",001090267-M07
001090268,E44,00032590,Medical Incident,04/18/2000,04/18/2000,04/18/2000 09:39:34 PM,04/18/2000 09:41:32 PM,04/18/2000 09:42:34 PM,04/18/2000 09:43:27 PM,04/18/2000 09:44:10 PM,,,Other,04/18/2000 10:01:02 PM,100 Block of DWIGHT ST,SF,94134,B10,44,6326,3,3,3,true,,1,ENGINE,1,10,9,Portola,"(37.7237010357453, -122.403608527932)",001090268-E44
001090271,E36,00032593,Medical Incident,04/18/2000,04/18/2000,04/18/2000 09:55:10 PM,04/18/2000 09:57:09 PM,04/18/2000 09:57:42 PM,04/18/2000 09:58:40 PM,04/18/2000 10:00:32 PM,,,Other,04/18/2000 10:10:59 PM,400 Block of ROSE ST,SF,94102,B02,36,3422,3,3,3,false,,1,ENGINE,1,2,5,Hayes Valley,"(37.7728432861727, -122.42806845332)",001090271-E36
001090271,M10,00032593,Medical Incident,04/18/2000,04/18/2000,04/18/2000 09:55:10 PM,04/18/2000 09:57:09 PM,04/18/2000 09:57:42 PM,04/18/2000 09:58:53 PM,04/18/2000 10:08:06 PM,04/18/2000 10:15:11 PM,04/18/2000 10:23:39 PM,Other,04/18/2000 10:37:32 PM,400 Block of ROSE ST,SF,94102,B02,36,3422,3,3,3,true,,1,MEDIC,2,2,5,Hayes Valley,"(37.7728432861727, -122.42806845332)",001090271-M10
001090273,RA13,00032595,Medical Incident,04/18/2000,04/18/2000,04/18/2000 10:00:06 PM,04/18/2000 10:02:04 PM,04/18/2000 10:03:18 PM,04/18/2000 10:04:34 PM,04/18/2000 10:08:13 PM,,,Other,04/18/2000 10:24:33 PM,600 Block of COMMERCIAL ST,SF,94111,B01,13,1233,1,1,2,false,,1,AIRPORT,1,1,3,Chinatown,"(37.7941730504914, -122.403888830265)",001090273-RA13
001090274,M15,00032596,Medical Incident,04/18/2000,04/18/2000,04/18/2000 10:03:50 PM,04/18/2000 10:05:57 PM,04/18/2000 10:06:07 PM,04/18/2000 10:12:08 PM,,04/18/2000 10:19:54 PM,04/18/2000 10:33:17 PM,Other,04/18/2000 11:04:53 PM,0 Block of GLADSTONE DR,SF,94134,B09,32,5685,3,3,3,false,,1,MEDIC,3,9,9,Excelsior,"(37.7303887830591, -122.420169515514)",001090274-M15
001090275,E36,00032597,Medical Incident,04/18/2000,04/18/2000,04/18/2000 10:21:30 PM,04/18/2000 10:24:44 PM,04/18/2000 10:25:11 PM,04/18/2000 10:26:13 PM,04/18/2000 10:27:53 PM,,,Other,04/18/2000 10:36:35 PM,100 Block of LAGUNA ST,SF,94102,B02,36,3416,3,3,3,false,,1,ENGINE,1,2,5,Hayes Valley,"(37.7722735207317, -122.425348946511)",001090275-E36
001090275,M36,00032597,Medical Incident,04/18/2000,04/18/2000,04/18/2000 10:21:30 PM,04/18/2000 10:24:44 PM,04/18/2000 10:25:11 PM,04/18/2000 10:25:49 PM,04/18/2000 10:29:34 PM,,,Other,04/18/2000 11:27:41 PM,100 Block of LAGUNA ST,SF,94102,B02,36,3416,3,3,3,true,,1,MEDIC,2,2,5,Hayes Valley,"(37.7722735207317, -122.425348946511)",001090275-M36
001090276,RA03,00032600,Medical Incident,04/18/2000,04/18/2000,04/18/2000 10:32:16 PM,04/18/2000 10:32:56 PM,04/18/2000 10:41:21 PM,04/18/2000 10:43:39 PM,04/18/2000 10:47:27 PM,,,Patient Declined Transport,04/18/2000 11:03:34 PM,200 Block of MCALLISTER ST,SF,94102,B02,03,1553,1,1,2,true,,1,AIRPORT,1,2,6,Tenderloin,"(37.7806168446664, -122.416562254293)",001090276-RA03
001090277,M05,00032598,Medical Incident,04/18/2000,04/18/2000,04/18/2000 10:31:45 PM,04/18/2000 10:34:01 PM,04/18/2000 10:35:48 PM,04/18/2000 10:46:31 PM,04/18/2000 10:50:46 PM,04/18/2000 11:01:38 PM,04/18/2000 11:13:21 PM,Other,04/18/2000 11:38:57 PM,2400 Block of BAY ST,SF,94123,B04,16,4315,2,2,2,true,,1,MEDIC,1,4,2,Marina,"(37.8016560441234, -122.447203601341)",001090277-M05
001090278,M35,00032599,Medical Incident,04/18/2000,04/18/2000,04/18/2000 10:35:40 PM,04/18/2000 10:36:13 PM,04/18/2000 10:36:42 PM,04/18/2000 10:38:20 PM,04/18/2000 10:43:01 PM,04/18/2000 10:54:11 PM,04/18/2000 11:04:22 PM,Other,04/18/2000 11:28:57 PM,5TH ST/MARKET ST,SF,94103,B03,01,1364,3,3,3,true,,1,MEDIC,2,3,6,South of Market,"(37.7839914857614, -122.408066547804)",001090278-M35
001090278,RS1,00032599,Medical Incident,04/18/2000,04/18/2000,04/18/2000 10:35:40 PM,04/18/2000 10:36:13 PM,04/18/2000 10:36:42 PM,04/18/2000 10:38:26 PM,04/18/2000 10:43:53 PM,,,Other,04/18/2000 10:47:12 PM,5TH ST/MARKET ST,SF,94103,B03,01,1364,3,3,3,false,,1,RESCUE SQUAD,3,3,6,South of Market,"(37.7839914857614, -122.408066547804)",001090278-RS1
001090282,E01,00032602,Medical Incident,04/18/2000,04/18/2000,04/18/2000 10:58:15 PM,04/18/2000 11:01:23 PM,04/18/2000 11:02:13 PM,04/18/2000 11:03:34 PM,04/18/2000 11:04:48 PM,,,Other,04/18/2000 11:13:54 PM,800 Block of HOWARD ST,SF,94103,B03,01,2214,3,3,3,false,,1,ENGINE,1,3,6,South of Market,"(37.7823404680537, -122.40377191669)",001090282-E01
001090283,E06,00032603,Citizen Assist / Service Call,04/18/2000,04/18/2000,04/18/2000 11:02:09 PM,04/18/2000 11:05:09 PM,04/18/2000 11:05:32 PM,04/18/2000 11:06:49 PM,04/18/2000 11:09:30 PM,,,Other,04/18/2000 11:22:48 PM,0 Block of SANCHEZ ST,SF,94114,B05,06,5131,3,3,3,false,,1,ENGINE,1,2,8,Castro/Upper Market,"(37.7684622459015, -122.431204878453)",001090283-E06
001090284,M15,00032605,Medical Incident,04/18/2000,04/18/2000,04/18/2000 11:09:22 PM,04/18/2000 11:10:56 PM,04/18/2000 11:11:50 PM,04/18/2000 11:14:02 PM,,04/18/2000 11:47:17 PM,04/18/2000 11:52:28 PM,Other,04/19/2000 12:23:13 AM,3900 Block of MISSION ST,SF,94112,B06,32,5633,2,2,2,false,,1,MEDIC,1,6,8,Outer Mission,"(37.7338663102805, -122.426333773164)",001090284-M15
001090285,E13,00032604,Alarms,04/18/2000,04/18/2000,04/18/2000 11:11:18 PM,04/18/2000 11:11:43 PM,04/18/2000 11:11:49 PM,04/18/2000 11:12:47 PM,04/18/2000 11:14:36 PM,,,Other,04/18/2000 11:31:48 PM,200 Block of SANSOME ST,SF,94104,B01,13,1165,3,3,3,false,,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7925930872395, -122.400961378591)",001090285-E13
001090286,E16,00032606,Alarms,04/18/2000,04/18/2000,04/18/2000 11:19:41 PM,04/18/2000 11:20:04 PM,04/18/2000 11:20:11 PM,04/18/2000 11:21:47 PM,04/18/2000 11:23:22 PM,,,Other,04/18/2000 11:34:26 PM,2800 Block of SCOTT ST,SF,94123,B04,16,4121,3,3,3,false,,1,ENGINE,1,4,2,Marina,"(37.795988458844, -122.440396285837)",001090286-E16
001090287,E35,00032607,Medical Incident,04/18/2000,04/18/2000,04/18/2000 11:23:05 PM,04/18/2000 11:24:52 PM,04/18/2000 11:25:10 PM,04/18/2000 11:26:54 PM,04/18/2000 11:28:18 PM,,,Other,04/18/2000 11:44:11 PM,400 Block of HARRISON ST,SF,94105,B03,35,2136,3,3,3,true,,1,ENGINE,2,3,6,Financial District/South Beach,"(37.7864554404625, -122.392543645789)",001090287-E35
001090287,M08,00032607,Medical Incident,04/18/2000,04/18/2000,04/18/2000 11:23:05 PM,04/18/2000 11:24:52 PM,04/18/2000 11:25:10 PM,04/18/2000 11:28:17 PM,04/18/2000 11:27:17 PM,04/18/2000 11:45:43 PM,04/18/2000 11:57:48 PM,Other,04/18/2000 11:28:05 PM,400 Block of HARRISON ST,SF,94105,B03,35,2136,3,3,3,true,,1,MEDIC,1,3,6,Financial District/South Beach,"(37.7864554404625, -122.392543645789)",001090287-M08
001090288,E07,00032608,Other,04/18/2000,04/18/2000,04/18/2000 11:24:48 PM,04/18/2000 11:26:31 PM,04/18/2000 11:26:41 PM,,04/18/2000 11:28:21 PM,,,Other,04/18/2000 11:43:20 PM,3800 Block of 18TH ST,SF,94114,B02,06,5421,3,3,3,false,,1,ENGINE,1,2,8,Castro/Upper Market,"(37.7612772987761, -122.429469068918)",001090288-E07
001090289,E03,00032609,Structure Fire,04/18/2000,04/18/2000,04/18/2000 11:40:18 PM,04/18/2000 11:40:40 PM,04/18/2000 11:40:50 PM,04/18/2000 11:42:24 PM,04/18/2000 11:43:31 PM,,,Other,04/18/2000 11:52:53 PM,500 Block of OFARRELL ST,SF,94102,B04,03,1544,3,3,3,false,,1,ENGINE,2,2,6,Tenderloin,"(37.785631781088, -122.413782612492)",001090289-E03
001090289,T01,00032609,Structure Fire,04/18/2000,04/18/2000,04/18/2000 11:40:18 PM,04/18/2000 11:40:40 PM,04/18/2000 11:40:50 PM,04/18/2000 11:42:16 PM,04/18/2000 11:46:13 PM,,,Other,04/18/2000 11:47:29 PM,500 Block of OFARRELL ST,SF,94102,B04,03,1544,3,3,3,true,,1,TRUCK,5,2,6,Tenderloin,"(37.785631781088, -122.413782612492)",001090289-T01
